abuse_01,abuse_02,abuse_03,abuse_04,abuse_05,address,changed_01,changed_02,changed_03,cidr_01,cidr_02,city_01,city_02,comments_01,comments_02,comments_03,comments_04,comments_05,comments_06,comments_07,comments_08,comments_09,comments_10,country_01,country_02,created_at,descr_01,descr_02,descr_03,descr_04,descr_05,descr_06,descr_07,descr_08,descr_09,descr_10,email_01,email_02,email_03,email_04,email_05,email_06,email_07,email_08,email_09,email_10,fax_01,fax_02,fax_03,hostmax_01,hostmax_02,hostmax_03,hostmax_04,hostmax_05,hostmax_06,hostmax_07,hostmax_08,hostmax_09,hostmax_10,hostmin_01,hostmin_02,hostmin_03,hostmin_04,hostmin_05,hostmin_06,hostmin_07,hostmin_08,hostmin_09,hostmin_10,inetnum_01,inetnum_02,inetnum_03,inetnum_04,inetnum_05,inetnum_06,inetnum_07,inetnum_08,inetnum_09,inetnum_10,info,mnt_01,mnt_02,mnt_03,mnt_04,mnt_05,mnt_06,name,netcount_01,netcount_02,netcount_03,netcount_04,netcount_05,netcount_06,netcount_07,netcount_08,netcount_09,netcount_10,netmask_01,netmask_02,netmask_03,netmask_04,netmask_05,netmask_06,netmask_07,netmask_08,netmask_09,netmask_10,netname_01,netname_02,nichdl_01,nichdl_02,nichdl_03,nichdl_04,nichdl_05,notes,nserver_01,nserver_02,nserver_03,nslastaa_01,nslastaa_02,organization_01,organization_02,organization_03,organization_04,organization_05,orgname_01,orgname_02,orgname_03,orgname_04,orgname_05,originas_01,originas_02,originas_03,originas_04,originas_05,originas_06,originas_07,originas_08,originas_09,originas_10,other_01,other_02,other_03,other_04,other_05,other_06,other_07,other_08,other_09,other_10,parent_01,parent_02,parent_03,person_01,person_02,person_03,phone_01,phone_02,phone_03,postalcode_01,postalcode_02,ref_01,ref_02,ref_03,ref_04,ref_05,ref_06,ref_07,ref_08,ref_09,ref_10,regdate_01,regdate_02,remarks_01,remarks_02,remarks_03,remarks_04,remarks_05,remarks_06,remarks_07,remarks_08,remarks_09,remarks_10,route_01,route_02,rwhois_01,rwhois_02,rwhois_03,rwhois_04,rwhois_05,source,state_01,state_02,updated_01,updated_02,updated_03,updated_at,w_address_01,w_address_02,w_address_03,w_address_04,w_address_05,w_address_06,w_address_07,w_address_08,w_address_09,w_address_10
VIG28,NULL,NULL,NULL,NULL,179.61.200.0,20140819,20140108,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DE,CL,2015-07-07 20:22:06 UTC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,noc@AS61440.NET,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,192.168.1.254,192.168.127.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,192.168.0.1,192.168.0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,179.61.200/23,179.61.128/17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,510,32766,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.254.0,255.255.128.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VIG28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Digital Energy Technologies Ltd,DE-DETL-LACNIC,VIG28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VIG28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Vincentas Grinius,Network Operating Center,NULL,+49 030 8042926 [],+56 229 382322 [],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20140819,20130508,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LACNIC,NULL,NULL,NULL,NULL,NULL,NULL,Lorenzweg  5  ,12099 - Berlin - BE,Moneda  970  Piso 5,8320313 - Santiago - RM,NULL,NULL,NULL,NULL,NULL,NULL
ipas@cnnic.cn,NULL,NULL,NULL,NULL,180.150.176.0,ipas@cnnic.cn 20140421,ipas@cnnic.cn 20110428,ipas@cnnic.net.cn 20140421,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CN,NULL,2015-07-07 20:22:06 UTC,CloudVsp.Inc,NO.18 Building University of Technology,Beijing Economic-Technological Development Area,NULL,NULL,NULL,NULL,NULL,NULL,NULL,lihuakun@cloudvsp.com,ipas@cnnic.cn,ipas@cnnic.net.cn,liuyu@cloudvsp.com,NULL,NULL,NULL,NULL,NULL,NULL,+86-10-87529719,NULL,NULL,180.150.191.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180.150.176.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180.150.176.0/20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MAINT-CNNIC-AP,IRT-CNNIC-CN,NULL,NULL,NULL,NULL,NULL,4094,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.240.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CloudVsp,NULL,HL2919-AP,YL2966-AP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AS59089,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HL2919-AP,YL2966-AP,ALLOCATED PORTABLE,IRT-CNNIC-CN,IP50-AP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Huakun Li,Yu Liu,NULL,+86-18101125590,+86-010-87529716,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Please note that CNNIC is not an ISP and is not,empowered to investigate complaints of network abuse.,Please contact the tech-c or admin-c of the network.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180.150.176.0/20,NULL,NULL,NULL,NULL,NULL,NULL,APNIC,NULL,NULL,NULL,NULL,NULL,NULL,Beijing  China,NO.18 Building University of Technology,Beijing Economic-Technological Development Area,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,180.176.0.0,hm-changed@apnic.net 20090903,hostmaster@twnic.net.tw 20070730,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TW,NULL,2015-07-07 20:22:06 UTC,Kbro CO. Ltd.,7F.  No.31  Jhulun St.  Jhongshan District ,Taipei City 104  Taiwan ( R.O.C. ),Taipei Taiwan 104,NULL,NULL,NULL,NULL,NULL,NULL,hm-changed@apnic.net,cm.manager@ethome.com.tw,hostmaster@twnic.net.tw,NULL,NULL,NULL,NULL,NULL,NULL,NULL,+886-2-8791-2255,NULL,NULL,180.177.255.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180.176.0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180.176.0.0/15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MAINT-TW-TWNIC,NULL,NULL,NULL,NULL,NULL,NULL,131070,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.254.0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TUNGHO-NET,NULL,VL198-AP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VL198-AP,ALLOCATED PORTABLE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,vincent Lin,NULL,NULL,+886-2-8791-0168 ext. 1228,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,This object can only be updated by APNIC hostmasters.,To update this object  please contact APNIC,hostmasters and include your organisation s account,name in the subject line.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TWNIC,NULL,NULL,NULL,NULL,NULL,NULL,6F No.42  Kuanchien Rd.  Chungcheng  District  Taipei City  Taiwan  R.O.C.,Taipei City  100  R.O.C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ndr@ardhglobal.com ,NULL,NULL,NULL,NULL,180.235.150.26,hm-changed@apnic.net 20091109,hostmaster@idnic.net 20091109,ahmad@KoneksiKita.com 20091102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ID,NULL,2015-07-07 20:22:06 UTC,PT. ARDH GLOBAL INDONESIA,Corporate / Direct member IDNIC,Komplek Ruko Golden Madrid II Blok B-23,BSD-City  Tangerang  Banten 15321.,NULL,NULL,NULL,NULL,NULL,NULL,ndr@ardhglobal.com,yogie@ardhglobal.com,hm-changed@apnic.net,hostmaster@idnic.net,ahmad@KoneksiKita.com,NULL,NULL,NULL,NULL,NULL,+62-21-5371936,NULL,NULL,180.235.151.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180.235.148.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180.235.148.0/22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MNT-APJII-ID,MAINT-ID-ARDH,NULL,NULL,NULL,NULL,NULL,1022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.252.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARDH-ID,NULL,DK36-AP,YN73-AP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DK36-AP,YN73-AP,ASSIGNED PORTABLE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Daru Kuncoro,Yogie Nareswara,NULL,+62-21-53164806,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,yogie@ardhglobal.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,APNIC,NULL,NULL,NULL,NULL,NULL,NULL,Komplek Ruko Goldend Madrid II Blok G-23,BSD-City  Tangerang  Banten 15321,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
IX.EG@kbtelecom.net,NULL,NULL,NULL,NULL,182.234.0.0,hm-changed@apnic.net 20100422,IX.EG@kbtelecom.net 20101108,karryhong@kbtelecom.net 20110110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TW,NULL,2015-07-07 20:22:06 UTC,Hoshin MultiMedia Center Inc.,Cable/ADSL Broadband ISP in Taiwan.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,IX.EG@kbtelecom.net,hm-changed@apnic.net,karryhong@kbtelecom.net,NULL,NULL,NULL,NULL,NULL,NULL,NULL,+886-2-8768-2987,NULL,NULL,182.235.255.254,182.234.63.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,182.234.0.1,182.234.0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,182.234.0.0/15,182.234.0.0/18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,IRT-HOSHIN-TW,APNIC-HM,MAINT-HOSHIN-TW,NULL,NULL,NULL,NULL,131070,16382,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.254.0.0,255.255.192.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOSHIN-MULTIMEDIA,NULL,HIA1-AP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AS9416,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIA1-AP,ALLOCATED PORTABLE,IRT-HOSHIN-TW,HOSHIN IP Administrators,SL424-AP,CL244-AP,KH92-AP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,+886-2-8768-1699,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,This object can only be updated by APNIC hostmasters.,To update this object  please contact APNIC,hostmasters and include your organisation s account,name in the subject line.,NULL,NULL,NULL,NULL,NULL,NULL,182.234.0.0/18,NULL,NULL,NULL,NULL,NULL,NULL,APNIC,NULL,NULL,NULL,NULL,NULL,NULL,4F  57  Tung Hsing Rd. ,Taipei  Taiwan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,182.237.19.0,priyanka@uclix.net 20100606,hm-changed@apnic.net 20100504,priyanka@uclix.net 20100507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,IN,NULL,2015-07-07 20:22:06 UTC,Uclix Broad band,Uclix Route Object,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,priyanka@uclix.net,hm-changed@apnic.net,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,182.237.19.126,182.237.19.190,182.237.19.222,182.237.19.238,182.237.19.246,182.237.19.250,182.237.19.253,182.237.19.254,NULL,NULL,182.237.19.1,182.237.19.129,182.237.19.193,182.237.19.225,182.237.19.241,182.237.19.249,182.237.19.252,182.237.16.1,NULL,NULL,182.237.19.0/25,182.237.19.128/26,182.237.19.192/27,182.237.19.224/28,182.237.19.240/29,182.237.19.248/30,182.237.19.252/31,182.237.19.254/32,182.237.16.0/22,NULL,NULL,MAINT-UCLIX-IN,maint-uclix-in,NULL,NULL,NULL,NULL,NULL,126,62,30,14,6,2,2,1,1022,NULL,255.255.255.128,255.255.255.192,255.255.255.224,255.255.255.240,255.255.255.248,255.255.255.252,255.255.255.254,255.255.255.255,255.255.252.0,NULL,UCLIX-IN,NULL,UILN1-AP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AS55507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,UILN1-AP,ALLOCATED NON-PORTABLE,UCLIX INFRA LTD - network administrator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,+91-141-2741624,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,182.237.16.0/22,NULL,NULL,NULL,NULL,NULL,NULL,APNIC,NULL,NULL,NULL,NULL,NULL,NULL,C-84  Janpath  LalKothi Scheme  Tonk Road  Jaipur,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
abuse@biz.net.id,NULL,NULL,NULL,NULL,182.253.0.0,apnic@biz.net.id 20110328,hostmaster@idnic.net 20110204,hostmaster@idnic.net 20110208,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ID,NULL,2015-07-07 20:22:06 UTC,Monstermob Indonesia,Jakarta,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,apnic@biz.net.id,abuse@biz.net.id,agus_ariyanto@biz.net.id,hostmaster@idnic.net,noc@biznetnetworks.com,NULL,NULL,NULL,NULL,NULL,+62-21-570-0580,NULL,NULL,182.253.0.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,182.253.0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,182.253.0.0/29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MAINT-ID-BIZNET,IRT-BIZNET-ID,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.248,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BIZNET-Monstermob-BLOCK,NULL,AW151-AP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AW151-AP,ASSIGNED NON-PORTABLE,IRT-BIZNET-ID,AA590-AP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Alexander Wenas,NULL,NULL,+62-21-570-8888,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,APNIC,NULL,NULL,NULL,NULL,NULL,NULL,Biznet Networks,Midplaza 2  8th Floor,Jl. Jend Sudirman Kav 10-11,Jakarta 10220,Midplaza 2  8th floor,Jend.Sudirman Kav.10-11,Indonesia,NULL,NULL,NULL
antispam@dcb.hz.zj.cn,NULL,NULL,NULL,NULL,183.129.206.0,15325819758@189.cn 20120327,auto-dbm@dcb.hz.zj.cn 20101129,master@dcb.hz.zj.cn 20031204,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CN,NULL,2015-07-07 20:22:06 UTC,Hangzhou Network Technology Co.  Ltd. Bank of Internet,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15325819758@189.cn,lfliu@pubinfo.com.cn,antispam@dcb.hz.zj.cn,auto-dbm@dcb.hz.zj.cn,anti_spam@mail.hz.zj.cn,master@dcb.hz.zj.cn,hm-changed@apnic.net,hanj@sina.com,NULL,NULL,+86-571-85102776,NULL,NULL,183.129.207.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,183.129.206.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,183.129.206.0/23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,IRT-CHINANET-ZJ,MAINT-CN-CHINANET-ZJ-HZ,MAINT-CHINANET-ZJ,NULL,NULL,NULL,NULL,510,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.254.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HANGZHOU-XIAOSHAN,NULL,CH122-AP,JH2075-AP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,JH2075-AP,CH122-AP,ASSIGNED NON-PORTABLE,IRT-CHINANET-ZJ,CZ61-AP,CHINANET-ZJ Hangzhou,CH54-AP,NULL,NULL,NULL,NULL,NULL,NULL,jun han,NULL,NULL,+86-571-85157929,+86-13634191122,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,send spam reports to anti_spam@mail.hz.zj.cn,and abuse reports to anti_spam@mail.hz.zj.cn,Please include detailed information and times in UTC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,APNIC,NULL,NULL,NULL,NULL,NULL,NULL,Hangzhou  288 fucun Road  China,No.352 Tiyuchang Road Hangzhou Zhejiang.310003,311200,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,183.223.29.0,hm-changed@apnic.net 20091108,hostmaster@chinamobile.com 20141118,hostmaster@chinamobile.com 20071010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CN,NULL,2015-07-07 20:22:06 UTC,China Mobile Communications Corporation,Mobile Communications Network Operator in China,Internet Service Provider in China,China Mobile communications corporation,NULL,NULL,NULL,NULL,NULL,NULL,hm-changed@apnic.net,hostmaster@chinamobile.com,lihaijun@chinamobile.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,+86 10 52616187,NULL,NULL,183.255.255.254,183.223.255.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,183.192.0.1,183.192.0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,183.192.0.0/10,183.192.0.0/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,APNIC-HM,MAINT-CN-CMCC,NULL,NULL,NULL,NULL,NULL,4194302,2097150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.192.0.0,255.224.0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CMNET,NULL,HL1318-AP,lcj-ap,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AS9808,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ALLOCATED PORTABLE,LCJ-AP,HL1318-AP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,haijun li,li changjun,NULL,+86 1052686688,+86 52686688,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,service provider,This object can only be updated by APNIC hostmasters.,To update this object  please contact APNIC,hostmasters and include your organisation s account,name in the subject line.,NULL,NULL,NULL,NULL,NULL,183.192.0.0/11,NULL,NULL,NULL,NULL,NULL,NULL,APNIC,NULL,NULL,NULL,NULL,NULL,NULL,29 Jinrong Ave  Xicheng district beijing 100032,29 jinrong ave. xicheng district  beijing China,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,183.230.53.0,hm-changed@apnic.net 20091108,hostmaster@chinamobile.com 20141118,hostmaster@chinamobile.com 20071010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CN,NULL,2015-07-07 20:22:06 UTC,China Mobile Communications Corporation,Mobile Communications Network Operator in China,Internet Service Provider in China,China Mobile communications corporation,NULL,NULL,NULL,NULL,NULL,NULL,hm-changed@apnic.net,hostmaster@chinamobile.com,lihaijun@chinamobile.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,+86 10 52616187,NULL,NULL,183.255.255.254,183.239.255.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,183.192.0.1,183.224.0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,183.192.0.0/10,183.224.0.0/12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,APNIC-HM,MAINT-CN-CMCC,NULL,NULL,NULL,NULL,NULL,4194302,1048574,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.192.0.0,255.240.0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CMNET,NULL,HL1318-AP,lcj-ap,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AS9808,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ALLOCATED PORTABLE,LCJ-AP,HL1318-AP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,haijun li,li changjun,NULL,+86 1052686688,+86 52686688,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,service provider,This object can only be updated by APNIC hostmasters.,To update this object  please contact APNIC,hostmasters and include your organisation s account,name in the subject line.,NULL,NULL,NULL,NULL,NULL,183.224.0.0/12,NULL,NULL,NULL,NULL,NULL,NULL,APNIC,NULL,NULL,NULL,NULL,NULL,NULL,29 Jinrong Ave  Xicheng district beijing 100032,29 jinrong ave. xicheng district  beijing China,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
antispam_gdnoc@189.cn,NULL,NULL,NULL,NULL,183.60.244.0,hm-changed@apnic.net 20091009,ipadm@189.cn 20110418,zhengzm@gsta.com 20140922,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CN,NULL,2015-07-07 20:22:06 UTC,CHINANET Guangdong province network,Data Communication Division,China Telecom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,hm-changed@apnic.net,gdnoc_HLWI@189.cn,ipadm@189.cn,zhengzm@gsta.com,abuse_gdnoc@189.cn,antispam_gdnoc@189.cn,NULL,NULL,NULL,NULL,+86-20-87189274,NULL,NULL,183.63.255.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,183.0.0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,183.0.0.0/10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,APNIC-HM,MAINT-CHINANET-GD,NULL,NULL,NULL,NULL,NULL,4194302,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.192.0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CHINANET-GD,NULL,IC83-AP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,IC83-AP,ALLOCATED PORTABLE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,IPMASTER CHINANET-GD,NULL,NULL,+86-20-87189274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,service provider,This object can only be updated by APNIC hostmasters.,To update this object  please contact APNIC,hostmasters and include your organisation s account,name in the subject line.,IPMASTER is not for spam complaint please send spam complaint to abuse_gdnoc@189.cn,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,APNIC,NULL,NULL,NULL,NULL,NULL,NULL,NO.18 RO. ZHONGSHANER YUEXIU DISTRIC GUANGZHOU,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
